Nummer;Datum;Description;Art;Stimmberechtigte;Stimmen;Beteiligung;Leer;Ungueltig;Gueltig;Ja;Nein
458;13.06.1999;Bundesgesetz über die Mutterschaftsversicherung;Fak.;4646362;2134884;45.94757001;19146;6456;2109282;822458;1286824
299;02.03.1980;Volksinitiative 'betreffend die vollständige Trennung von Kirche und Staat';I.;3907773;1354703;34.6668806;18661;1992;1334050;281475;1052575
300;02.03.1980;Bundesbeschluss über die Neuordnung der Landesversorgung;Obl.;3907773;1346756;34.46351669;46734;2006;1298016;1117007;181009
301;30.11.1980;Bundesgesetz über den Strassenverkehr, Änderung vom 21. März 1980 (Gurten- und Schutzhelmobligatorium);Fak.;3935792;1655324;42.05821852;20137;2078;1633109;841901;791208
302;30.11.1980;Bundesbeschluss über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben;Obl.;3935792;1647982;41.87167411;70536;2691;1574755;1059760;514995
303;30.11.1980;Bundesbeschluss über die Neuverteilung der Reineinnahmen der Eidgenössischen Alkoholverwaltung aus der fiskalischen Belastung der gebrannten Wasser;Obl.;3935792;1648859;41.89395679;59197;2435;1587227;1127595;459632
304;30.11.1980;Bundesbeschluss über die Revision der Brotgetreideordnung des Landes;Obl.;3935792;1649769;41.91707794;53218;2535;1594016;1012812;581204
305;05.04.1981;Volksinitiative 'Mitenand-Initiative für eine neue Ausländerpolitik';I.;3947890;1574500;39.88206358;15524;2292;1556684;252531;1304153
306;14.06.1981;Bundesbeschluss über die Volksinitiative 'Gleiche Rechte für Mann und Frau';Obl.;3958455;1343601;33.94256092;17312;2702;1323587;797702;525885
307;14.06.1981;Bundesbeschluss über die Volksinitiative 'zur Absicherung der Rechte der Konsumenten';Obl.;3958455;1341560;33.8910004;29949;2605;1309006;858012;450994
308;29.11.1981;Bundesbeschluss über die Weiterführung der Finanzordnung und die Verbesserung des Bundeshaushaltes;Obl.;3976769;1207049;30.35250476;18598;1616;1186835;818327;368508
309;06.06.1982;Schweizerisches Strafgesetzbuch (StGB), Änderung vom 9. Oktober 1981;Fak.;3999674;1407028;35.17856705;22595;1762;1382671;880880;501791
310;06.06.1982;Ausländergesetz (AuG);Fak.;3999674;1406966;35.17701693;34425;1869;1370672;680404;690268
311;28.11.1982;Volksinitiative 'zur Verhinderung missbräuchlicher Preise';I.;4022995;1324471;32.92251171;12579;9698;1302194;730938;530523
312;27.02.1983;Bundesbeschluss über die Neuregelung bei den Treibstoffzöllen;Obl.;4034694;1307873;32.41566771;17706;1162;1289005;679134;609871
313;27.02.1983;Bundesbeschluss über den Energieartikel in der Bundesverfassung;Obl.;4034694;1306593;32.38394287;29811;1250;1275532;649485;626047
314;04.12.1983;Bundesbeschluss über Änderungen der Bürgerrechtsregelung in der Bundesverfassung;Obl.;4073941;1459793;35.83245315;22557;1698;1435538;872981;562557
315;04.12.1983;Bundesbeschluss über die Erleichterung gewisser Einbürgerungen;Obl.;4073941;1461270;35.86870797;21687;1661;1437922;644669;793253
316;26.02.1984;Bundesbeschluss über die Erhebung einer Schwerverkehrsabgabe;Obl.;4087215;2156592;52.76433953;17124;2223;2137245;1254489;882756
317;26.02.1984;Bundesbeschluss über eine Abgabe für die Benützung der Nationalstrassen;Obl.;4087215;2157456;52.78547862;17706;2202;2137548;1132497;1005051
318;26.02.1984;Volksinitiative 'für einen echten Zivildienst auf der Grundlage des Tatbeweises';I.;4087215;2156780;52.76893924;21464;2421;2132895;771413;1361482
319;20.05.1984;Volksinitiative 'gegen den Missbrauch des Bankgeheimnisses und der Bankenmacht';I.;4097762;1742351;42.51957532;16954;1796;1723601;464637;1258964
320;20.05.1984;Volksinitiative 'gegen den Ausverkauf der Heimat';I.;4097762;1740736;42.48016356;25824;1961;1712951;837997;874954
321;23.09.1984;Volksinitiative 'für eine Zukunft ohne weitere Atomkraftwerke';I.;4114658;1713477;41.64324228;17992;1448;1694037;762792;931245
322;23.09.1984;Volksinitiative 'für eine sichere, sparsame und umweltgerechte Energieversorgung';I.;4114658;1712397;41.61699466;20212;1502;1690683;773767;916916
323;02.12.1984;Volksinitiative 'für einen wirksamen Schutz der Mutterschaft';I.;4123190;1552010;37.64100126;19166;2428;1530416;241442;1288974
324;02.12.1984;Bundesbeschluss über einen Radio- und Fernsehartikel;Obl.;4123190;1547742;37.53748918;86784;3534;1457424;1001888;455536
325;02.12.1984;Bundesbeschluss über die Volksinitiative 'zur Entschädigung der Opfer von Gewaltverbrechen';Obl.;4123190;1551262;37.62285997;36180;2827;1512255;1241377;270878
326;10.03.1985;Bundesbeschluss über die Aufhebung der Beiträge für den Primarschulunterricht;Obl.;4134052;1421438;34.38365071;46403;1932;1373103;802882;570221
327;10.03.1985;Bundesbeschluss über die Aufhebung der Beitragspflicht des Bundes im Gesundheitswesen;Obl.;4134052;1422147;34.40080096;48766;1951;1371430;726781;644649
328;10.03.1985;Bundesbeschluss über die Ausbildungsbeiträge;Obl.;4134052;1422205;34.40220394;51614;2020;1368571;651854;716717
329;10.03.1985;Volksinitiative 'für eine Verlängerung der bezahlten Ferien';I.;4134052;1430370;34.59970992;19961;1729;1408680;489995;918685
330;09.06.1985;Volksinitiative 'Recht auf Leben';I.;4144312;1480472;35.72298611;31856;1523;1447093;448016;999077
331;09.06.1985;Bundesbeschluss über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben;Obl.;4144312;1460694;35.2457537;100995;1794;1357905;903345;454560
332;09.06.1985;Bundesbeschluss über die Neuverteilung des Reinertrages aus der fiskalischen Belastung gebrannter Wasser;Obl.;4144312;1460771;35.24761167;100479;1839;1358453;982318;376135
333;09.06.1985;Bundesbeschluss über die Aufhebung der Unterstützung für die Selbstversorgung mit Brotgetreide;Obl.;4144312;1463634;35.3166943;82030;1697;1379907;787156;592751
334;22.09.1985;Bundesbeschluss über die Volksinitiative 'für die Koordination des Schuljahrbeginns';Obl.;4160547;1705700;40.99701313;30555;2223;1672922;984463;688459
335;22.09.1985;Bundesbeschluss über die Innovationsrisikogarantie zugunsten von kleinen und mittleren Unternehmen;Fak.;4160547;1700216;40.86520354;84782;2639;1612795;695288;917507
336;22.09.1985;Schweizerisches Zivilgesetzbuch (Wirkungen der Ehe im allgemeinen, Ehegüterrecht und Erbrecht), Änderung vom 5. Oktober 1984;Fak.;4160547;1709875;41.09736052;23290;2223;1684362;921743;762619
337;01.12.1985;Volksinitiative 'für die Abschaffung der Vivisektion';I.;4167376;1582278;37.96820829;21118;2680;1558480;459358;1099122
338;16.03.1986;Bundesbeschluss über den Beitritt der Schweiz zur Organisation der Vereinten Nationen;Obl.;4181276;2120130;50.70533493;15126;2141;2102863;511713;1591150
339;28.09.1986;Volksinitiative Eidgenössische 'Kulturinitiative';I.;4203197;1460318;34.74303013;53657;12090;1394571;232326;1048679
340;28.09.1986;Volksinitiative 'für eine gesicherte Berufsbildung und Umschulung';I.;4203197;1463399;34.81633147;37216;2186;1423997;261759;1162238
341;28.09.1986;Bundesbeschluss über die inländische Zuckerwirtschaft, Änderung vom 21. Juni 1985;Fak.;4203197;1466799;34.89722228;29103;2191;1435505;547779;887726
342;07.12.1986;Bundesbeschluss über die Volksinitiative 'für Mieterschutz';Obl.;4210819;1461588;34.7103022;27036;1841;1432711;922221;510490
343;07.12.1986;Volksinitiative 'für eine gerechte Besteuerung des Schwerverkehrs (Schwerverkehrsabgabe)';I.;4210819;1462909;34.74167377;26325;2042;1434542;485930;948612
344;05.04.1987;Asylgesetz, Änderung vom 20. Juni 1986;Fak.;4223723;1790092;42.38185127;35021;2659;1752412;1180082;572330
345;05.04.1987;Bundesgesetz über Aufenthalt und Niederlassung der Ausländer, Änderung vom 20. Juni 1986;Fak.;4223723;1783988;42.23733422;73532;2969;1707487;1122027;585460
346;05.04.1987;Volksinitiative 'für die Mitsprache des Volkes bei Militärausgaben (Rüstungsreferendum)';I.;4223723;1791628;42.41821729;28080;2702;1760846;714209;1046637
347;05.04.1987;Bundesbeschluss über das Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf;Obl.;4223723;1785014;42.26162558;72765;3592;1708657;1080992;627665
348;06.12.1987;Bundesbeschluss betreffend das Konzept BAHN 2000;Fak.;4250684;2027274;47.69288896;22635;2889;2001750;1140857;860893
349;06.12.1987;Bundesgesetz über die Krankenversicherung, Änderung vom 20. März 1987;Fak.;4250684;2026041;47.66388186;33063;3300;1989678;571447;1418231
350;06.12.1987;Volksinitiative 'zum Schutz der Moore - Rothenthurm-Initiative';I.;4250684;2026330;47.67068077;26139;3188;1997003;1153448;843555
351;12.06.1988;Bundesbeschluss über die Verfassungsgrundlagen für eine koordinierte Verkehrspolitik;Obl.;4267923;1788125;41.89684303;32243;2627;1753255;797955;955300
352;12.06.1988;Eidgenössische Volksinitiative 'zur Herabsetzung des AHV-Rentenalters auf 62 Jahre für Männer und 60 Jahre für Frauen';I.;4267923;1793431;42.0211658;12892;2609;1777930;624390;1153540
353;04.12.1988;Volksinitiative 'Stadt-Land-Initiative gegen die Bodenspekulation';I.;4285419;2263924;52.82853322;31548;2273;2230103;686398;1543705
354;04.12.1988;Volksinitiative 'zur Herabsetzung der Arbeitszeit';I.;4285419;2265390;52.86274224;18677;1913;2244800;769264;1475536
355;04.12.1988;Volksinitiative 'für die Begrenzung der Einwanderung';I.;4285419;2264316;52.83768052;23752;2143;2238421;731929;1506492
356;04.06.1989;Volksinitiative 'für ein naturnahes Bauern - gegen Tierfabriken (Kleinbauern-Initiative)';I.;4302785;1547257;35.95943093;29347;2445;1515465;741772;773693
357;26.11.1989;Volksinitiative 'für eine Schweiz ohne Armee und für eine umfassende Friedenspolitik';I.;4320933;2989326;69.18241963;27617;4791;2956918;1052442;1904476
358;26.11.1989;Volksinitiative 'pro Tempo 130/100';I.;4320933;2987966;69.15094495;20165;4822;2962979;1126458;1836521
219;01.02.1970;Bundesbeschluss über die inländische Zuckerwirtschaft;Fak.;1634975;715486;43.76128075;13615;1195;700676;380023;320653
220;07.06.1970;Volksinitiative 'gegen die Ueberfremdung';I.;1641777;1226658;74.71526279;11740;2557;1212361;557517;654844
221;27.09.1970;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27quinquies betreffend die Förderung von Turnen und Sport;Obl.;1648062;721383;43.77159354;17658;1081;702644;524361;178283
222;27.09.1970;Volksinitiative 'Recht auf Wohnung und Ausbau des Familienschutzes';I.;1648062;722070;43.81327887;16420;1192;704458;344640;359818
223;15.11.1970;Bundesbeschluss über die Änderung der Finanzordnung des Bundes;Obl.;1665753;682095;40.94814777;19658;1355;661082;366117;294965
224;07.02.1971;Bundesbeschluss über die Einführung des Frauenstimm- und Wahlrechts in eidgenössischen Angelegenheiten;Obl.;1654708;955321;57.73350948;8600;1730;944991;621109;323882
225;06.06.1971;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24septies betreffend den Schutz des Menschen und seiner natürlichen Umwelt gegen schädliche oder lästige Einwirkungen;Obl.;3565435;1349608;37.85254815;28252;2066;1319290;1222931;96359
226;06.06.1971;Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes;Obl.;3565435;1346363;37.76153541;64306;2477;1279583;930878;348702
227;05.03.1972;Volksinitiative 'zur Förderung des Wohnungsbaues';I.;3600759;1285893;35.71172078;26974;14427;1244492;360262;835315
228;05.03.1972;Bundesbeschluss betreffend die Ergänzung der Bundesverfassung durch einen Artikel 34septies über die Allgemeinverbindlicherklärung von Mietverträgen und Massnahmen zum Schutze der Mieter;Obl.;3600759;1285714;35.7067496;44788;1959;1238117;1057322;180795
229;04.06.1972;Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes;Obl.;3604099;963855;26.74329978;33453;781;929621;774794;154827
230;04.06.1972;Bundesbeschluss über den Schutz der Währung;Obl.;3604099;963187;26.72476533;40014;1035;922138;808974;113164
231;24.09.1972;Volksinitiative 'für eine vermehrte Rüstungskontrolle und ein Waffenausfuhrverbot';I.;3620937;1198239;33.09195935;18598;1762;1177879;585046;592833
232;03.12.1972;Volksinitiative 'zur Einführung einer Volkspension';I.;3628891;1921226;52.94251054;20837;15614;1884775;294511;1481488
233;03.12.1972;Bundesbeschluss über die Abkommen zwischen der Schweizerischen Eidgenossenschaft und der Europäischen Wirtschaftsgemeinschaft sowie den Mitgliedstaaten der Europäischen Gemeinschaft für Kohle und Stahl;Obl.;3628891;1920153;52.91294227;62125;3569;1854459;1344994;509465
234;04.03.1973;Bundesbeschluss über die Änderung der Bundesverfassung betreffend das Bildungswesen;Obl.;3633517;999302;27.50233452;35349;2111;961842;507414;454428
235;04.03.1973;Bundesbeschluss über die Ergänzung der Bundesverfassung betreffend die Förderung der wissenschaftlichen Forschung;Obl.;3633517;999497;27.50770122;39922;2090;957485;617628;339857
236;20.05.1973;Bundesbeschluss über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung (Art. 51 und 52);Obl.;3642756;1467494;40.28526753;25051;2443;1440000;791076;648924
237;02.12.1973;Bundesbeschluss über Massnahmen zur Ueberwachung der Preise;Obl.;3665107;1283799;35.02759947;25076;1701;1257016;751173;505843
238;02.12.1973;Bundesbeschluss über Massnahmen auf dem Gebiete des Kreditwesens;Obl.;3665107;1282565;34.9939306;36398;1811;1244352;810307;434045
239;02.12.1973;Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes;Obl.;3665107;1283243;35.01242938;28991;1745;1252505;881662;370843
240;02.12.1973;Bundesbeschluss über die Einschränkung der steuerwirksamen Abschreibungen bei den Einkommenssteuern von Bund, Kantonen und Gemeinden;Obl.;3665107;1280985;34.95082135;52321;1918;1226748;834792;391956
241;02.12.1973;Bundesbeschluss über einen Tierschutzartikel anstelle des bisherigen Artikels 25bis der Bundesverfassung;Obl.;3665107;1282410;34.98970153;39855;1959;1240594;1041504;199090
242;20.10.1974;Volksinitiative 'gegen die Ueberfremdung und Ueberbevölkerung der Schweiz';I.;3702498;2604051;70.33227297;28338;5190;2570523;878891;1691632
243;08.12.1974;Bundesbeschluss zur Verbesserung des Bundeshaushalts;Obl.;3706105;1466781;39.57742698;54804;2303;1409674;625780;783894
244;08.12.1974;Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen;Obl.;3706105;1465234;39.53568504;67782;2583;1394869;934633;460236
245;08.12.1974;Volksinitiative 'Soziale Krankenversicherung';I.;3706105;1472162;39.72261984;19731;14094;1438337;384155;1010103
246;02.03.1975;Bundesbeschluss über den Konjunkturartikel der Bundesverfassung;Obl.;3717238;1054929;28.37937738;24892;1448;1028589;542745;485844
247;08.06.1975;Bundesbeschluss über den Schutz der Währung, Änderung vom 28. Juni 1974 (Verlängerung);Obl.;3719992;1369819;36.82317059;19737;1525;1348557;1153338;195219
248;08.06.1975;Bundesbeschluss über die Finanzierung der Nationalstrassen, Änderung vom 4. Oktober 1974;Fak.;3719992;1369318;36.80970282;18518;1507;1349293;721313;627980
249;08.06.1975;Bundesgesetz über die Änderung des Generalzolltarifs;Fak.;3719992;1368532;36.78857374;26004;1589;1340939;646687;694252
250;08.06.1975;Bundesbeschluss betreffend Erhöhung der Steuereinnahmen ab 1976;Obl.;3719992;1369699;36.81994477;21398;1618;1346683;753642;593041
251;08.06.1975;Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen;Obl.;3719992;1369259;36.80811679;22828;1605;1344826;1021315;323511
252;07.12.1975;Bundesbeschluss über eine Änderung der Bundesverfassung (Niederlassungsfreiheit und Unterstützungsregelung);Obl.;3737823;1155136;30.90397806;39934;474;1113728;842165;271563
253;07.12.1975;Bundesbeschluss betreffend Änderung der Bundesverfassung im Gebiete der Wasserwirtschaft;Obl.;3737823;1156219;30.93295215;46897;1559;1107763;858720;249043
254;07.12.1975;Bundesgesetz über die Ein- und Ausfuhr von Erzeugnissen aus Landwirtschaftsprodukten;Fak.;3737823;1161817;31.08271847;31605;1575;1128637;587148;541489
255;21.03.1976;Volksinitiative 'für die Mitbestimmung der Arbeitnehmer';I.;3750162;1479405;39.4490958;15198;6248;1457959;472094;966140
256;21.03.1976;Volksinitiative 'für eine Reform des Steuerwesens' (Gerechtere Besteuerung und Abschaffung der Steuerprivilegien);I.;3750162;1474085;39.30723526;53291;1911;1418883;599053;819830
257;13.06.1976;Bundesgesetz über die Raumplanung;Fak.;3756474;1298665;34.57138263;17061;1237;1280367;626134;654233
258;13.06.1976;Bundesbeschluss betreffend ein Abkommen zwischen der Schweiz und der Internationalen Entwicklungsorganisation (IDA) über ein Darlehen von 200 Millionen Franken;Fak.;3756474;1296862;34.52338549;30574;1436;1264852;550865;713987
259;13.06.1976;Bundesbeschluss über eine Neukonzeption der Arbeitslosenversicherung;Obl.;3756474;1296974;34.52636701;26901;1312;1268761;866211;402550
260;26.09.1976;Bundesbeschluss betreffend einen Verfassungsartikel über Radio und Fernsehen;Obl.;3766161;1261980;33.50839223;33027;1586;1227367;531328;696039
261;26.09.1976;Volksinitiative 'für eine Haftpflichtversicherung durch den Bund für Motorfahrzeuge und Fahrräder';I.;3766161;1263198;33.54073286;20543;1355;1241300;301587;939713
262;05.12.1976;Bundesbeschluss über die Geld- und Kreditpolitik;Obl.;3772466;1691511;44.83833652;112847;2998;1575666;1108413;467253
263;05.12.1976;Bundesbeschluss über die Preisüberwachung;Obl.;3772466;1699618;45.05323573;32177;2286;1665155;1365788;299367
264;05.12.1976;Volksinitiative 'für die Einführung der 40-Stunden-Woche';I.;3772466;1703499;45.15611274;15309;2140;1686050;370228;1315822
265;13.03.1977;Volksinitiative 'IV. Ueberfremdungsinitiative';I.;3785693;1711055;45.19793338;29949;2382;1678724;495904;1182820
266;13.03.1977;Volksinitiative 'für eine Beschränkung der Einbürgerungen';I.;3785693;1711973;45.22218257;24673;2245;1685055;568867;1116188
267;13.03.1977;Volksinitiative 'über die Neuordnung des Staatsvertragsreferendums';I.;3785693;1701901;44.95612824;69935;27519;1604447;351127;1158376
268;12.06.1977;Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer;Obl.;3795796;1898268;50.00974763;18616;1778;1877874;760830;1117044
269;12.06.1977;Bundesbeschluss über die Steuerharmonisierung;Obl.;3795796;1894655;49.91456337;43906;2025;1848724;1133652;715072
270;25.09.1977;Volksinitiative 'für einen wirksamen Mieterschutz';I.;3811426;1966181;51.58649282;58757;20990;1886434;796825;1043798
271;25.09.1977;Volksinitiative 'gegen die Luftverschmutzung durch Motorfahrzeuge' (Albatrosinitiative);I.;3811426;1969501;51.67359933;68519;2772;1898210;740842;1157368
272;25.09.1977;Bundesbeschluss über die Erhöhung der Unterschriftenzahl für das Referendum (Art. 89 und 89bis BV);Obl.;3811426;1967555;51.62254232;69730;3328;1894047;1095631;798416
273;25.09.1977;Bundesbeschluss über die Erhöhung der Unterschriftenzahl für die Verfassungsinitiative (Art. 120 und 121 BV);Obl.;3811426;1968023;51.63482119;81379;2999;1883645;1068157;815488
274;25.09.1977;Volksinitiative 'für die Fristenlösung';I.;3811426;1979163;51.92710025;51680;3228;1924255;929325;994930
275;04.12.1977;Volksinitiative 'für eine Reichtumssteuer';I.;3816824;1461486;38.29063116;22090;1264;1438132;637994;800138
276;04.12.1977;Bundesgesetz über die politischen Rechte;Fak.;3816824;1454520;38.1081234;90008;1688;1362824;809862;552962
277;04.12.1977;Bundesbeschluss über die Einführung eines zivilen Ersatzdienstes;Obl.;3816824;1461173;38.28243063;40069;1503;1419601;533733;885868
278;04.12.1977;Bundesgesetz über Massnahmen zum Ausgleich des Bundeshaushaltes;Fak.;3816824;1456666;38.16434816;62749;1526;1392391;869266;523125
279;26.02.1978;Volksinitiative 'für die vermehrte Mitbestimmung der Bundesversammlung und des Schweizervolkes im Nationalstrassenbau';I.;3821750;1842057;48.1993066;41857;2107;1800793;696501;1104292
280;26.02.1978;Bundesgesetz über die Alters- und Hinterlassenenversicherung, Änderung vom 24. Juni 1977 (9. AHV-Revision);Fak.;3821750;1846139;48.30611631;26482;1947;1817710;1192144;625566
281;26.02.1978;Volksinitiative 'zur Herabsetzung des AHV-Alters';I.;3821750;1847239;48.33489893;17191;1811;1828237;377017;1451220
282;26.02.1978;Bundesbeschluss über den Konjunkturartikel der Bundesverfassung;Obl.;3821750;1834367;47.99808988;116578;3025;1714764;1172130;542634
283;28.05.1978;Zeitgesetz;Fak.;3835650;1879954;49.01265757;28392;1324;1850238;886376;963862
284;28.05.1978;Zolltarifgesetz, Änderung vom 7. Oktober 1977;Fak.;3835650;1867991;48.7007678;92832;2084;1773075;971908;801167
285;28.05.1978;Bundesgesetz über den Schutz der Schwangerschaft und die Strafbarkeit des Schwangerschaftsabbruchs;Fak.;3835650;1874512;48.87077809;79717;2543;1792252;559103;1233149
286;28.05.1978;Bundesgesetz über die Förderung der Hochschulen und die Forschung (HFG);Fak.;3835650;1875881;48.90646957;44837;1566;1829478;792458;1037020
287;28.05.1978;Volksinitiative 'für 12 motorfahrzeugfreie Sonntage pro Jahr';I.;3835650;1884357;49.12744906;13624;1367;1869366;678162;1191204
288;24.09.1978;Bundesbeschluss über die Gründung des Kantons Jura (Art. 1 und 80 BV);Obl.;3848961;1618463;42.04934786;24377;2372;1591714;1309841;281873
289;03.12.1978;Milchwirtschaftsbeschluss 1977 (MWB 1977);Fak.;3857162;1664404;43.15100066;66812;2601;1594991;1092586;502405
290;03.12.1978;Tierschutzgesetz (TschG);Fak.;3857162;1668916;43.26797786;27717;1902;1639297;1339252;300045
291;03.12.1978;Bundesgesetz über die Erfüllung sicherheitspolizeilicher Aufgaben des Bundes;Fak.;3857162;1669239;43.27635189;23294;1914;1644031;723719;920312
292;03.12.1978;Bundesgesetz über die Berufsbildung (BBG);Fak.;3857162;1664912;43.16417096;52261;2360;1610125;902379;707746
293;18.02.1979;Bundesbeschluss über das Stimm- und Wahlrecht für 18jährige;Obl.;3867603;1917722;49.58425154;17641;1259;1898822;934073;964749
294;18.02.1979;Bundesbeschluss über die Volksinitiative 'zur Förderung der Fuss- und Wanderwege';Obl.;3867603;1916529;49.55340556;23651;1463;1891415;1467357;424058
295;18.02.1979;Volksinitiative 'gegen Suchtmittelreklame';I.;3867603;1916545;49.55381925;26247;1697;1888601;773485;1115116
296;18.02.1979;Volksinitiative 'zur Wahrung der Volksrechte und der Sicherheit beim Bau und Betrieb von Atomanlagen';I.;3867603;1917562;49.58011461;29400;1755;1886407;920480;965927
297;20.05.1979;Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer;Obl.;3876719;1459922;37.65870057;21817;1690;1436415;496882;939533
298;20.05.1979;Bundesbeschluss zum Atomgesetz;Fak.;3876719;1459155;37.63891579;30169;1930;1427056;982634;444422
150;29.01.1950;Bundesbeschluss betreffend die Verlängerung der Geltungsdauer und die Abänderung des Bundesbeschlusses über Massnahmen zur Förderung der Wohnbautätigkeit;Fak.;1394970;736767;52.81597454;14015;1418;721334;333878;387456
151;04.06.1950;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;Obl.;1393317;771122;55.34433298;15769;1202;754151;267770;486381
152;01.10.1950;Volksinitiative «zum Schutz des Bodens und der Arbeit durch Verhinderung der Spekulation»;I.;1400891;611803;43.67241991;22607;1311;587885;158794;429091
153;03.12.1950;Bundesbeschluss betreffend Abänderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates);Obl.;1403731;781691;55.68666646;110615;2140;668936;450395;218541
154;03.12.1950;Bundesbeschluss über die Finanzordnung 1951 bis 1954;Obl.;1403731;781708;55.68787752;35884;1989;743835;516704;227131
155;25.02.1951;Bundesbeschluss über den Transport von Personen und Sachen mit Motorfahrzeugen auf öffentlichen Strassen (Autotransportordnung);Fak.;1408346;738034;52.40430974;18402;1586;718046;318232;399814
156;15.04.1951;Volksinitiative «zur Sicherstellung der Kaufkraft und Vollbeschäftigung» (Freigeldinitiative);I.;1408275;747604;53.08650654;21676;5399;710770;88486;622284
157;08.07.1951;Volksinitiative «zur Heranziehung der öffentlichen Unternehmungen zu einem Beitrag an die Kosten der Landesverteidigung»;I.;1409091;529498;37.577275;20836;1080;507582;165713;341869
158;02.03.1952;Bundesbeschluss betreffend Verlängerung der Geltungsdauer des Bundesbeschlusses über die Bewilligungspflicht für die Eröffnung und Erweiterung von Gasthöfen;Fak.;1415536;567494;40.09039685;27302;1354;538838;248318;290520
159;30.03.1952;Bundesgesetz über die Förderung der Landwirtschaft und die Erhaltung des Bauernstandes (Landwirtschaftsgesetz);Fak.;1418381;909840;64.14637534;13253;1826;894761;483583;411178
160;20.04.1952;Volksinitiative «Warenumsatzsteuer»;I.;1417918;696494;49.12089416;13769;1360;681365;129243;552122
161;18.05.1952;Volksinitiative «zur Rüstungsfinanzierung und zum Schutz der sozialen Errungenschaften»;I.;1418727;764841;53.91037176;12869;1376;750596;328341;422255
162;06.07.1952;Bundesbeschluss über die Deckung der Rüstungsausgaben;Obl.;1419573;627396;44.19610686;16798;881;609717;256195;353522
163;05.10.1952;Bundesgesetz betreffend die Abänderung von Bestimmungen über die fiskalische Belastung des Tabaks im Bundesgesetz über die Alters- und Hinterlassenenversicherung;Fak.;1422239;748552;52.63194161;22427;1233;724892;492885;232007
164;05.10.1952;Bundesbeschluss über den Einbau von Luftschutzräumen in bestehenden Häusern;Fak.;1422239;748552;52.63194161;32724;1230;714598;110681;603917
165;23.11.1952;Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle;Obl.;1423658;803276;56.42338258;21818;2160;779298;489461;289837
166;23.11.1952;Bundesbeschluss über die Brotgetreideversorgung des Landes;Obl.;1423658;803276;56.42338258;29537;2149;771590;583546;188044
167;19.04.1953;Bundesgesetz über die Revision des Bundesgesetzes betreffend den Postverkehr;Fak.;1426714;751168;52.65021581;15489;1589;734090;267659;466431
168;06.12.1953;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;Obl.;1433363;864082;60.28354297;20084;1617;842381;354149;488232
169;06.12.1953;Bundesbeschluss über die Ergänzung der Bundesvefassung durch einen Artikel 24quater betreffend den Schutz der Gewässer gegen Verunreinigung;Obl.;1433363;847808;59.14817112;20938;1071;825799;671565;154234
170;20.06.1954;Bundesbeschluss über den Fähigkeitsausweis im Schuhmacher-, Coiffeur-, Sattler- und Wagnergewerbe;Fak.;1437972;588832;40.94878064;19483;1407;567942;187729;380213
171;20.06.1954;Bundesbeschluss über ausserordentliche Hilfeleistungen an kriegsgeschädigte Auslandschweizer;Fak.;1437972;584638;40.65711989;31196;1048;552394;243311;309083
172;24.10.1954;Bundesbeschluss über die Finanzordnung 1955 bis 1958;Obl.;1441310;674142;46.77286635;19331;1096;653715;457527;196188
173;05.12.1954;Volksinitiative «Schutz der Stromlandschaft und Verleihung Rheinau»;I.;1442668;748439;51.87881065;13995;1000;733444;229114;504330
174;13.03.1955;Volksinitiative «zum Schutz der Mieter und Konsumenten» (Weiterführung der Preiskontrolle);I.;1447187;803692;55.53477194;16515;5675;781502;392588;381130
175;04.03.1956;Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle (Verlängerung der Gültigkeitsdauer des Verfassungszusatzes vom 26. September 1952);Obl.;1454506;718548;49.40151502;16118;2899;699531;542425;157106
176;13.05.1956;Volksinitiative «zur Erteilung von Wasserrechtskonzessionen»;I.;1454269;757492;52.08747488;35070;1369;721053;266222;454831
177;13.05.1956;Bundesbeschluss über Massnahmen zur Stärkung der Wirtschaft des Kantons Graubünden durch Gewährung einer Hilfe an die Holzverzuckerungs-AG;Fak.;1454269;765543;52.64108635;19203;1503;744837;316276;428561
178;30.09.1956;Bundesbeschluss über die Revision der Brotgetreideordnung des Landes;Obl.;1459824;641604;43.95077763;21263;1206;619135;239890;379245
